Fold,d10_y_test,d10_y_proba,d15_y_test,d15_y_proba,d30_y_test,d30_y_proba,d1_y_test,d1_y_proba,d3_y_test,d3_y_proba,d4_y_test,d4_y_proba
0,True,0.35369105830071595,True,0.29024716303082354,True,0.2285238809751396,True,0.3173768459818547,True,0.5694662453666771,True,0.5456384190390052
1,True,0.4898890549231448,True,0.4132539275540608,True,0.42765854116932406,True,0.5298582856196627,True,0.44133473614959134,True,0.46576872951532533
2,True,0.7690147794997823,True,0.5285819043690119,True,0.7115705918756331,True,0.6899103279063041,True,0.7161168188881831,True,0.8184719519873974
3,True,0.6245074108819019,True,0.4134384261312016,True,0.48540238623277776,True,0.6899103279063041,True,0.6382345484037226,True,0.6213512360109674
4,True,0.4092876445234203,True,0.5917906028113643,True,0.3857205179885194,True,0.43814125153439754,True,0.35194272134303983,True,0.3670817809107221
5,True,0.5915527178185024,True,0.3517944449555531,True,0.5118325979158959,True,0.6899103279063041,True,0.5725015803246171,True,0.5613221990682598
6,True,0.5835056007976562,True,0.5081704215264886,True,0.5966787582530253,True,0.6899103279063041,True,0.5725015803246171,True,0.5613221990682598
7,True,0.7181096511957196,True,0.5416185124063739,True,0.5334782335556911,True,0.6899103279063041,True,0.7161168188881831,True,0.8184719519873974
8,True,0.2870890951645947,True,0.3308290719839431,True,0.2962364615453888,True,0.32612082412877486,True,0.29157792950867234,True,0.3116658124044154
9,True,0.5514286813766844,True,0.620954281462448,True,0.51549582438911,True,0.6899103279063041,True,0.6264956753764024,True,0.5323241132298537
10,True,0.6592384328703446,True,0.6127828902334203,True,0.6449371697459,True,0.5298582856196627,True,0.48684346398541417,True,0.6473651024088918
11,True,0.40981503375117767,True,0.5450225813540713,True,0.552911477161305,True,0.32612082412877486,True,0.3285684477837999,True,0.46570022997386346
12,True,0.5232269448498641,True,0.33815983097648705,True,0.4625197131931526,True,0.689910327906304,True,0.6382345484037226,True,0.6213512360109674
13,True,0.6354272144481624,True,0.494419340854332,True,0.6229793109444645,True,0.689910327906304,True,0.7446843182582136,True,0.7360991064792586
14,True,0.37673623039546267,True,0.4505454013371793,True,0.42195870935548396,True,0.32612082412877486,True,0.35137445347348517,True,0.38479424208197444
15,True,0.3905521964715344,True,0.4304484125812903,True,0.4042872602638038,True,0.31737684598185467,True,0.29082283052919483,True,0.3116658124044153
16,True,0.4898890549231448,True,0.38521281852354217,True,0.37744997257812296,True,0.5298582856196627,True,0.44133473614959134,True,0.46576872951532533
17,True,0.5366178326238511,True,0.5520079114702661,True,0.6117539482779776,True,0.689910327906304,True,0.5725015803246171,True,0.5613221990682598
18,True,0.3648832300990093,True,0.43750582305893865,True,0.5716405528199252,True,0.34197587084782494,True,0.46551349846718937,True,0.5184201777841971
19,True,0.5047091499180327,True,0.5877116205001923,True,0.45231365513076927,True,0.45550403479837853,True,0.43872676850228215,True,0.4692153868290275
20,True,0.5953364775715873,True,0.6015824702869277,True,0.6261939534440596,True,0.5050497802982944,True,0.5725015803246171,True,0.5613221990682598
21,True,0.38055852191240686,True,0.7224483470510751,True,0.5028979056058728,True,0.32612082412877486,True,0.34334247024618025,True,0.34334247024618025
22,True,0.42752366463762226,True,0.49164311618010265,True,0.4146722922130673,True,0.3173768459818547,True,0.4362846410808409,True,0.48818488747263
23,True,0.5762814275998221,True,0.41976330375589793,True,0.49254585409440477,True,0.689910327906304,True,0.5725015803246171,True,0.5613221990682598
24,True,0.6203102363626447,True,0.47634411750674216,True,0.5409836553113686,True,0.689910327906304,True,0.6382345484037226,True,0.6213512360109674
25,True,0.42202019929776385,True,0.5691052548655038,True,0.5188234217911855,True,0.5298582856196627,True,0.5045065027736887,True,0.5271007883241279
26,True,0.49070492130528454,True,0.5877861333393412,True,0.46701702141168844,True,0.35456177473676037,True,0.3778377848010042,True,0.3962103084586229
27,True,0.34540839241599014,True,0.594992184296995,True,0.3138557118366517,True,0.32612082412877486,True,0.3433424702461802,True,0.3433424702461802
28,True,0.42539526399828165,True,0.4662335209236107,True,0.43468878404859795,True,0.32612082412877486,True,0.35137445347348517,True,0.3670817809107221
29,True,0.5913167460490261,True,0.5187652710391908,True,0.48485821067848767,True,0.689910327906304,True,0.6382345484037226,True,0.6213512360109674
30,True,0.5072762135380848,True,0.4156582550591707,True,0.5694578272877172,True,0.689910327906304,True,0.5756642041806921,True,0.5756642041806921
31,True,0.40939352628601317,True,0.39234653438157446,True,0.405915897222484,True,0.5298582856196627,True,0.44133473614959134,True,0.3979824802618379
