Fold,d10_y_test,d10_y_proba,d15_y_test,d15_y_proba,d30_y_test,d30_y_proba,d1_y_test,d1_y_proba,d3_y_test,d3_y_proba,d4_y_test,d4_y_proba
0,True,0.4996337889000436,True,0.5152281564515195,True,0.42247956081843613,True,0.40678685939665093,True,0.4735970564091305,True,0.43736032058488994
1,True,0.47736889216137973,True,0.49327650980978766,True,0.5771721028898026,True,0.49206061094008496,True,0.4277552140769572,True,0.3865672167919639
2,True,0.5631286885474922,True,0.5411595684149084,True,0.4871472123095333,True,0.49206061094008496,True,0.4505616604560827,True,0.5507468230124221
3,True,0.38595655651945066,True,0.5293670458403397,True,0.5774894787040342,True,0.41229613609837085,True,0.4277552140769572,True,0.3865672167919639
4,True,0.4996337889000436,True,0.5635689057419113,True,0.4080089744321136,True,0.49206061094008496,True,0.4277552140769572,True,0.3865672167919639
5,True,0.6515187495789387,True,0.6192641874385773,True,0.7206715742751917,True,0.5712419837891666,True,0.43341485685050285,True,0.552695432924403
6,True,0.5631286885474922,True,0.5635689057419113,True,0.6221134846728557,True,0.49206061094008496,True,0.5023009173491674,True,0.6001364423370735
7,True,0.39552039663255806,True,0.45286647277572706,True,0.49510855922739516,True,0.40678685939665093,True,0.42018019815590485,True,0.3865672167919639
8,True,0.5631286885474922,True,0.5797399736236032,True,0.6262012399428427,True,0.40678685939665093,True,0.42018019815590485,True,0.5492808152782088
9,True,0.41819965366127965,True,0.5410853873389784,True,0.49038810771475094,True,0.49206061094008496,True,0.5023009173491674,True,0.5023009173491674
10,True,0.6480602921698728,True,0.5815419635369311,True,0.5505843345932596,True,0.45324506173407697,True,0.4491588962559391,True,0.5311843918765627
11,True,0.41819965366127965,True,0.47991995824285105,True,0.48578254313598646,True,0.49206061094008496,True,0.4277552140769572,True,0.5492808152782089
12,True,0.39552039663255806,True,0.368835628341665,True,0.42479796004341036,True,0.49206061094008496,True,0.5023009173491674,True,0.4357716845403842
13,True,0.4378917325130062,True,0.444057700416803,True,0.3512066431741226,True,0.49206061094008496,True,0.3891056587137866,True,0.515561383540203
14,True,0.5333986448441315,True,0.4893862763385911,True,0.5778892050880214,True,0.49206061094008496,True,0.5023009173491674,True,0.4357716845403842
15,True,0.4064273953159223,True,0.49437840789829446,True,0.5771721028898026,True,0.5146864392004391,True,0.44195286602144124,True,0.3267326183545368
16,True,0.5631286885474922,True,0.23006827785381842,True,0.340721557390312,True,0.4920606109400851,True,0.38198085830886025,True,0.4745101597036866
17,True,0.4996337889000436,True,0.5152281564515195,True,0.5563526547843238,True,0.40678685939665093,True,0.42018019815590485,True,0.3865672167919639
18,True,0.41819965366127965,True,0.5389167609881644,True,0.5732551700072526,True,0.45962289923126143,True,0.4277552140769572,True,0.5492808152782089
19,True,0.38595655651945066,True,0.5293670458403397,True,0.49050121437060445,True,0.4920606109400851,True,0.4277552140769572,True,0.3865672167919639
20,True,0.6480602921698728,True,0.5949083189641716,True,0.7035672653597298,True,0.4920606109400851,True,0.5023009173491674,True,0.6001364423370735
21,True,0.683059092125199,True,0.6061098428303059,True,0.5605888599855546,True,0.7391976584894161,True,0.6541827391150263,True,0.6038049980410239
22,True,0.3863505115129288,True,0.5334827488655883,True,0.5716862506273543,True,0.4322959979990859,True,0.3891056587137866,True,0.515561383540203
23,True,0.5274526146455407,True,0.4772284715056179,True,0.5039947319496364,True,0.49206061094008496,True,0.4277552140769572,True,0.4022088212010948
24,True,0.3859565565194506,True,0.44074443471578606,True,0.3578282158846648,True,0.49206061094008496,True,0.4277552140769572,True,0.3865672167919639
25,True,0.4782989886007,True,0.44911026664172365,True,0.45843831531581347,True,0.7324777424311438,True,0.5694042267807642,True,0.6717295264241383
26,True,0.5662030127168654,True,0.5815419635369311,True,0.423898975507517,True,0.4544310868927479,True,0.5023009173491674,True,0.6001364423370735
27,True,0.5422052820634471,True,0.4692950224436103,True,0.40161025208791623,True,0.7324777424311438,True,0.5694042267807642,True,0.6717295264241383
28,True,0.38895117998895323,True,0.32258391205912296,True,0.41537797397927056,True,0.5712419837891666,True,0.6630102758284375,True,0.5266730371707489
29,True,0.40060975069368177,True,0.5133439706101166,True,0.6221134846728557,True,0.40678685939665093,True,0.42252868226300916,True,0.6821703490380091
30,True,0.37079650840756656,True,0.4906044240343676,True,0.2887067112445352,True,0.4322959979990859,True,0.4277552140769573,True,0.3865672167919639
