Fold,d10_y_test,d10_y_proba,d15_y_test,d15_y_proba,d30_y_test,d30_y_proba,d1_y_test,d1_y_proba,d3_y_test,d3_y_proba,d4_y_test,d4_y_proba
61,False,0.4237323959786636,False,0.4908998131576109,False,0.47547439049382667,False,0.47848501833438495,False,0.4062818990492899,False,0.4094655289768325
62,False,0.41197653755217045,False,0.45949138438816284,False,0.4657130591163248,False,0.5064501099644299,False,0.35554275981754563,False,0.35554275981754563
63,False,0.5980736137038165,False,0.648434383419311,False,0.7068357564449509,False,0.47033479407750706,False,0.5981656429170833,False,0.6921527106394977
64,False,0.3775514173474248,False,0.4692634372834203,False,0.5514669220063712,False,0.47033479407750706,False,0.5525877391372355,False,0.5213021382566928
65,False,0.4237323959786636,False,0.4908998131576109,False,0.47547439049382667,False,0.47033479407750706,False,0.4062818990492899,False,0.3955898492280233
66,False,0.532509370843535,False,0.3540001789070494,False,0.4056039109698205,False,0.47033479407750706,False,0.5981656429170833,False,0.5677385833789639
67,False,0.5471890020218492,False,0.621800149280656,False,0.5560426618135395,False,0.5137621512563374,False,0.49416547391504634,False,0.4603375845779854
68,False,0.532509370843535,False,0.468714654543636,False,0.5281723691107265,False,0.5137621512563374,False,0.5622536832225841,False,0.5302082702576801
69,False,0.532509370843535,False,0.4908998131576109,False,0.5396257154544126,False,0.48486152821383427,False,0.6072255926921308,False,0.5760987005459406
70,False,0.44694303468194274,False,0.31421468589530266,False,0.4016884695546031,False,0.6099582075593728,False,0.6558532351470863,False,0.5747050160432018
71,False,0.4237323959786636,False,0.4908998131576109,False,0.47547439049382667,False,0.48486152821383427,False,0.4062818990492899,False,0.4094655289768325
72,False,0.5914349344273833,False,0.4908998131576109,False,0.5206530265876306,False,0.47033479407750706,False,0.5622536832225841,False,0.5302082702576801
73,False,0.4638480974617906,False,0.4675860858887944,False,0.4497359297615855,False,0.47033479407750706,False,0.4062818990492899,False,0.415827029755936
74,False,0.6728968538998905,False,0.48983855196689363,False,0.5210090395629636,False,0.48486152821383427,False,0.4062818990492899,False,0.6210347371123823
75,False,0.4237323959786636,False,0.4908998131576109,False,0.47547439049382667,False,0.47033479407750706,False,0.4062818990492899,False,0.3955898492280233
76,False,0.4613112975935954,False,0.29573986940447644,False,0.46242586352036674,False,0.47848501833438495,False,0.49416547391504634,False,0.6659044005521375
77,False,0.5594744623311654,False,0.6592471619403055,False,0.652189346085929,False,0.48486152821383427,False,0.4062818990492899,False,0.5404599605975492
78,False,0.4237323959786636,False,0.4908998131576109,False,0.47547439049382667,False,0.48486152821383427,False,0.4062818990492899,False,0.4094655289768325
79,False,0.5471890020218492,False,0.6278475055322202,False,0.5613037642757225,False,0.48486152821383427,False,0.49416547391504634,False,0.4603375845779854
80,False,0.526174246559043,False,0.4551655730137004,False,0.5090798243148353,False,0.48486152821383427,False,0.5001054788055007,False,0.5201712387220446
81,False,0.6615406026578683,False,0.4908998131576109,False,0.5500825832824333,False,0.47848501833438495,False,0.4062818990492899,False,0.6210347371123823
82,False,0.6052978850925801,False,0.48061255500241223,False,0.5500862791400194,False,0.6594870718182437,False,0.5902886923485836,False,0.5444355265429613
83,False,0.4237323959786636,False,0.4551655730137004,False,0.4494369668168887,False,0.5137621512563375,False,0.4062818990492899,False,0.4094655289768325
84,False,0.5409974060043795,False,0.6457426673292499,False,0.5877652399898812,False,0.6099582075593728,False,0.5950400547374449,False,0.5215096030346454
85,False,0.3457635075243157,False,0.4692634372834203,False,0.48810873706095315,False,0.47848501833438495,False,0.4062818990492899,False,0.4094655289768325
86,False,0.46629417651180577,False,0.3540001789070494,False,0.40289637244444115,False,0.47848501833438495,False,0.49416547391504634,False,0.4603375845779854
87,False,0.6534954580066475,False,0.4908998131576109,False,0.6126498321982713,False,0.47033479407750706,False,0.5622536832225841,False,0.6986153426807986
88,False,0.3113131358368537,False,0.31421468589530266,False,0.4007156645737757,False,0.47033479407750706,False,0.49416547391504634,False,0.4603375845779854
89,False,0.3775514173474248,False,0.4543930910140778,False,0.5199206361931362,False,0.47033479407750706,False,0.5622536832225841,False,0.5302082702576801
90,False,0.532509370843535,False,0.3540001789070494,False,0.40560391096982057,False,0.5137621512563374,False,0.6072255926921308,False,0.5760987005459406
91,False,0.4237323959786636,False,0.48540120606597925,False,0.47027201873643953,False,0.48486152821383427,False,0.4062818990492899,False,0.4094655289768325
92,False,0.6328319214701277,False,0.4908998131576109,False,0.47547439049382667,False,0.6099582075593728,False,0.5239865469384483,False,0.5173629923140468
93,False,0.46638600312665124,False,0.48096323541216734,False,0.5133688699168357,False,0.5137621512563374,False,0.4341908461888001,False,0.5302082702576801
94,False,0.5282754183282002,False,0.3540001789070494,False,0.40560391096982057,False,0.48486152821383427,False,0.6072255926921308,False,0.5760987005459406
95,False,0.613659904344646,False,0.621800149280656,False,0.6176837307693549,False,0.48486152821383427,False,0.6072255926921308,False,0.5760987005459406
96,False,0.532509370843535,False,0.4551655730137004,False,0.5133688699168357,False,0.5137621512563374,False,0.6048754405808132,False,0.5738076157599782
97,False,0.5280427182545591,False,0.5613743603895871,False,0.5171236397121135,False,0.48486152821383427,False,0.49416547391504634,False,0.4603375845779854
98,False,0.5324544588160112,False,0.48540120606597925,False,0.5765508652460323,False,0.47848501833438495,False,0.49416547391504634,False,0.5751748905911531
99,False,0.4237323959786636,False,0.4908998131576109,False,0.6034040439272415,False,0.48486152821383427,False,0.4062818990492899,False,0.4094655289768325
