Fold,d10_y_test,d10_y_proba,d15_y_test,d15_y_proba,d30_y_test,d30_y_proba,d1_y_test,d1_y_proba,d3_y_test,d3_y_proba,d4_y_test,d4_y_proba
0,False,0.5327979131744561,False,0.35920779624488375,False,0.5049630226368352,False,0.6967070815675722,False,0.5639675359084595,False,0.5639675359084595
