Fold,d10_y_test,d10_y_proba,d15_y_test,d15_y_proba,d30_y_test,d30_y_proba,d1_y_test,d1_y_proba,d3_y_test,d3_y_proba,d4_y_test,d4_y_proba
0,True,0.4564793167652829,True,0.4939045859282437,True,0.6382485679940832,True,0.5291945202278967,True,0.4647643286467903,True,0.5134144606234495
1,True,0.6058465440519302,True,0.5062070040923495,True,0.6655343843991928,True,0.5350277633661004,True,0.6428632437975836,True,0.4993499342243458
2,True,0.5365736560716892,True,0.6105311127179781,True,0.6382485679940832,True,0.5291945202278967,True,0.46989449092254393,True,0.4489675597589169
3,True,0.39473541024780606,True,0.3923159502391352,True,0.5752254680672063,True,0.5291945202278967,True,0.4647643286467903,True,0.43628408371872235
4,True,0.45229478404478984,True,0.5577374509709497,True,0.6382485679940832,True,0.5058222228932413,True,0.4647643286467903,True,0.43628408371872235
5,True,0.715222610544489,True,0.6984880357641667,True,0.6012902004813528,True,0.5350277633661004,True,0.7842959174021783,True,0.7043486153630454
6,True,0.47137000026952525,True,0.5735627844608094,True,0.5136076125580116,True,0.5291945202278967,True,0.4855493857232698,True,0.45824144248948073
7,True,0.3379278532854928,True,0.4193136962787322,True,0.5752254680672063,True,0.5291945202278967,True,0.22833714616522793,True,0.17070782685356894
8,True,0.5696315433912785,True,0.4430754006680817,True,0.6382485679940831,True,0.5048698527794641,True,0.48338104842159235,True,0.4608228531404186
9,True,0.4820611110266701,True,0.4958321737924059,True,0.5826397513084048,True,0.5291945202278967,True,0.7494374480319428,True,0.6798723245397885
10,True,0.6316097948120901,True,0.644957081554917,True,0.7218490636117495,True,0.5048698527794641,True,0.7494374480319428,True,0.6763364828973264
11,True,0.45115497651889597,True,0.4251608880119869,True,0.5639583175023701,True,0.42971026172834637,True,0.4499690726472082,True,0.44401198008783993
12,True,0.518417533388299,True,0.42897106690001935,True,0.5826397513084048,True,0.5291945202278967,True,0.47563870763089233,True,0.5703460029441934
13,True,0.44109932142217145,True,0.475304115007953,True,0.33881634158233537,True,0.5291945202278967,True,0.47563870763089233,True,0.5703460029441934
14,True,0.6097619078108037,True,0.5626201172613986,True,0.5600934047802488,True,0.5291945202278967,True,0.47563870763089233,True,0.5703460029441934
15,True,0.5440654597216257,True,0.49635443199623874,True,0.6655343843991928,True,0.5048698527794641,True,0.46540161648840767,True,0.5703460029441934
16,True,0.5696315433912785,True,0.49766405128424485,True,0.5185413468669042,True,0.5350277633661004,True,0.4710717897038657,True,0.4067581258063244
17,True,0.5018222027959905,True,0.5272564742781621,True,0.6198681185538991,True,0.33100848768131297,True,0.33347922249690015,True,0.39366436923906045
18,True,0.30349591623873307,True,0.5246758138753443,True,0.4055526323150163,True,0.5291945202278967,True,0.4647643286467903,True,0.43628408371872235
19,True,0.5018222027959905,True,0.5416921939798447,True,0.5559133801767747,True,0.32667811496878524,True,0.4077684314599655,True,0.39366436923906045
20,True,0.6581679338609651,True,0.6401064799072048,True,0.4413331241619221,True,0.3273857248527014,True,0.392049409549227,True,0.38709504758404883
21,True,0.5207001418877913,True,0.6054276215250313,True,0.4413331241619221,True,0.5048698527794641,True,0.7494374480319428,True,0.6763364828973264
22,True,0.4221488489898929,True,0.37224339651518396,True,0.5752254680672063,True,0.5291945202278967,True,0.46540161648840767,True,0.5703460029441934
23,True,0.5136054083749422,True,0.4507286586698986,True,0.5550038196777475,True,0.5048698527794641,True,0.4608228531404186,True,0.5182521435740202
24,True,0.45455621341428737,True,0.42897106690001935,True,0.5752254680672063,True,0.5291945202278967,True,0.5198440419122541,True,0.43628408371872235
25,True,0.2661941748871586,True,0.3570095991397716,True,0.4087648714485684,True,0.5048698527794641,True,0.4647643286467903,True,0.43628408371872235
26,True,0.4760347773226459,True,0.40898463336738095,True,0.27063979497979646,True,0.21838854047283024,True,0.2688716213346896,True,0.3329200434891053
27,True,0.5598237132532558,True,0.5515192763055929,True,0.6365506222045209,True,0.5291945202278967,True,0.4822459357262371,True,0.5636403730799716
28,True,0.518417533388299,True,0.4568481381233914,True,0.5752254680672063,True,0.5048698527794641,True,0.5198440419122541,True,0.5703460029441935
29,True,0.4588109663333178,True,0.45937742731994097,True,0.5484247692625938,True,0.5291945202278967,True,0.46989449092254393,True,0.4489675597589169
30,True,0.3588335837177681,True,0.37803705060731235,True,0.553788542473726,True,0.33100848768131297,True,0.4077684314599655,True,0.39366436923906045
31,True,0.5060919383437544,True,0.44180052355836585,True,0.553788542473726,True,0.33100848768131297,True,0.4025361412761326,True,0.39366436923906045
32,True,0.5598237132532558,True,0.6105311127179781,True,0.5381192207780509,True,0.5048698527794641,True,0.4647643286467903,True,0.43628408371872235
33,True,0.6058465440519302,True,0.5116411061417219,True,0.2864507360162762,True,0.5350277633661004,True,0.4647643286467903,True,0.43628408371872235
34,True,0.5871846279088265,True,0.6073715675652278,True,0.6382485679940832,True,0.5048698527794641,True,0.4647643286467903,True,0.43628408371872235
35,True,0.44864409955159323,True,0.4685346280754093,True,0.6382485679940832,True,0.5048698527794641,True,0.46989449092254393,True,0.4031618863592919
36,True,0.5206474746305967,True,0.5034724571614205,True,0.6382485679940832,True,0.4816794841689004,True,0.4647643286467903,True,0.4617041968540297
37,True,0.6097619078108037,True,0.571971176608484,True,0.681023929533144,True,0.5048698527794641,True,0.4647643286467903,True,0.5703460029441934
38,True,0.5050575202807708,True,0.5018144296742623,True,0.5752254680672063,True,0.5291945202278967,True,0.5198440419122541,True,0.5703460029441934
39,True,0.45455621341428737,True,0.3329019034466587,True,0.6382485679940832,True,0.5350277633661004,True,0.4647643286467903,True,0.43628408371872235
40,True,0.45455621341428737,True,0.3923159502391352,True,0.5752254680672063,True,0.5048698527794641,True,0.46540161648840767,True,0.43628408371872235
41,True,0.5133916812231389,True,0.6984880357641666,True,0.4338636193549174,True,0.5048698527794641,True,0.4647643286467903,True,0.2925658103066584
42,True,0.5908890621764499,True,0.6073715675652278,True,0.6382485679940832,True,0.5291945202278967,True,0.4647643286467903,True,0.5703460029441934
43,True,0.4661431598359422,True,0.44164054706808065,True,0.6382485679940832,True,0.5350277633661004,True,0.4647643286467903,True,0.43628408371872235
44,True,0.3918861083552323,True,0.49884095733237044,True,0.5139476187194092,True,0.5059116705314399,True,0.4647643286467903,True,0.2701311522145131
45,True,0.5014749751976953,True,0.5554373044966041,True,0.6382485679940832,True,0.5350277633661004,True,0.46989449092254393,True,0.5855166134966768
46,True,0.5169772865188139,True,0.5562751951662087,True,0.35932034782979544,True,0.5291945202278967,True,0.4737588235069544,True,0.47453546329027607
47,True,0.4589601898344484,True,0.42816688866805885,True,0.5752254680672063,True,0.5291945202278967,True,0.46540161648840767,True,0.5703460029441935
48,True,0.5871846279088265,True,0.5647210119536723,True,0.6382485679940832,True,0.5048698527794641,True,0.4710717897038657,True,0.45313622373302725
49,True,0.5391657176876298,True,0.5088068378901482,True,0.7218490636117495,True,0.5048698527794641,True,0.4647643286467903,True,0.45854865654772564
50,False,0.33626413280345924,False,0.5671068143967475,False,0.6118093878634278,False,0.5168094032698312,False,0.5827308029170127,False,0.45219694959995804
51,False,0.3083944540780376,False,0.5055868480009272,False,0.5059351546075727,False,0.5947222433444452,False,0.5402269275304361,False,0.6017391738274187
52,False,0.5441264430279132,False,0.5125806260545789,False,0.689262036442621,False,0.5421258285719903,False,0.48758369801177875,False,0.6421568100576358
53,False,0.576306331241001,False,0.4144412630065087,False,0.589559080225517,False,0.5421258285719903,False,0.48758369801177875,False,0.48320022650802846
54,False,0.7469410996636637,False,0.7348918514566524,False,0.790894612277635,False,0.5947222433444452,False,0.7155586877457647,False,0.6488130560869555
55,False,0.513242857730726,False,0.45259134708218335,False,0.5467505188451978,False,0.5421258285719903,False,0.48758369801177875,False,0.4801443134885864
56,False,0.6075490696480332,False,0.5537124135353274,False,0.32365497618112005,False,0.1829075873929437,False,0.582090889642328,False,0.6416713930238447
57,False,0.5188955611646155,False,0.6165126550281287,False,0.5097156285841125,False,0.5168094032698312,False,0.5827308029170127,False,0.45219694959995804
58,False,0.5139318540748906,False,0.3752395579538004,False,0.2717690816728536,False,0.5168094032698312,False,0.48758369801177875,False,0.47549875506340566
59,False,0.5497706494640453,False,0.608494350278214,False,0.7343967376046089,False,0.5168094032698312,False,0.48758369801177875,False,0.48320022650802846
60,False,0.5131448049897224,False,0.610205957720582,False,0.3835137777388813,False,0.5470635565188896,False,0.48758369801177875,False,0.4361967594545787
61,False,0.5074778976971336,False,0.5516687377352972,False,0.37572571773472346,False,0.5168094032698312,False,0.48758369801177875,False,0.39614919936920767
62,False,0.3083944540780376,False,0.5897973277289243,False,0.29191606121700947,False,0.5421258285719903,False,0.5909185655651656,False,0.48320022650802846
63,False,0.29857493319591505,False,0.5527432573015438,False,0.5086023615646104,False,0.5421258285719903,False,0.5823730887017199,False,0.48320022650802846
64,False,0.47259214805768385,False,0.38574119286000097,False,0.2083017055763453,False,0.5421258285719903,False,0.48758369801177875,False,0.48320022650802846
