Threshold, ,   ,      ,Baseline Approach,           , ,      ,Disj 10  ,          , ,      ,Disj 15  ,          , ,      ,Disj 30  ,          , ,      ,Disj 10 w/ Sample Data,          , ,      ,Disj 15 w/ Sample Data,          , ,      ,Disj 30 w/ Sample Data,          
         , ,Folds,Recall,Precision        ,Specificity, ,Recall,Precision,Specificty, ,Recall,Precision,Specificty, ,Recall,Precision,Specificty, ,Recall,Precision             ,Specificty, ,Recall,Precision             ,Specificty, ,Recall,Precision             ,Specificty
1.4, ,1,0.0,-1.0,-1.0, ,1.0,1.0,-1.0, ,0.0,-1.0,-1.0, ,1.0,1.0,-1.0, ,0.0,-1.0,-1.0, ,1.0,1.0,-1.0, ,0.0,-1.0,-1.0
1.4, ,2,0.0,-1.0,-1.0, ,0.0,-1.0,-1.0, ,0.0,-1.0,-1.0, ,0.0,-1.0,-1.0, ,1.0,1.0,-1.0, ,1.0,1.0,-1.0, ,0.0,-1.0,-1.0
1.4, ,3,0.0,-1.0,-1.0, ,0.0,-1.0,-1.0, ,1.0,1.0,-1.0, ,0.0,-1.0,-1.0, ,1.0,1.0,-1.0, ,1.0,1.0,-1.0, ,1.0,1.0,-1.0
1.4, ,4,1.0,1.0,-1.0, ,1.0,1.0,-1.0, ,0.0,-1.0,-1.0, ,1.0,1.0,-1.0, ,1.0,1.0,-1.0, ,0.0,-1.0,-1.0, ,1.0,1.0,-1.0
1.4, ,5,1.0,1.0,-1.0, ,1.0,1.0,-1.0, ,0.0,-1.0,-1.0, ,1.0,1.0,-1.0, ,1.0,1.0,-1.0, ,0.0,-1.0,-1.0, ,1.0,1.0,-1.0
Average:            , , ,0.45,-0.1,-1.0, ,0.55,1.0,nan, ,0.15,1.0,nan, ,0.55,1.0,nan, ,0.6,1.0,nan, ,0.65,1.0,nan, ,0.65,1.0,nan
Standard Deviation: , , ,0.49749371855331,0.99498743710662,0.0, ,0.49749371855331,0.0,nan, ,0.3570714214271425,0.0,nan, ,0.49749371855331,0.0,nan, ,0.48989794855663565,0.0,nan, ,0.47696960070847283,0.0,nan, ,0.47696960070847283,0.0,nan
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
