Fold,d10_y_test,d10_y_proba,d15_y_test,d15_y_proba,d30_y_test,d30_y_proba,d10wS_y_test,d10wS_y_proba,d15wS_y_test,d15wS_y_proba,d30wS_y_test,d30wS_y_proba
1.0,True,0.37827896269316585,True,0.5481513762216533,True,0.4006503377285532,True,0.4,True,0.5,True,0.6
2.0,True,0.5908473899414227,True,0.38924467856077805,True,0.6145984142737202,True,0.6528571428571428,True,0.16234126984126981,True,0.5
3.0,True,0.6215269799307447,True,0.5768787803334356,True,0.6339964720473791,True,1.0,True,0.8,True,0.7
4.0,True,0.59403677930722,True,0.3864514188415248,True,0.6145984142737202,True,0.9375,True,0.2736666666666667,True,0.6
5.0,True,0.3135530575041593,True,0.4397863994007918,True,0.31814535047436526,True,0.12539893753552206,True,0.2753821668527551,True,0.55
6.0,True,0.519933754996054,True,0.3974107912477343,True,0.5286138580433303,True,0.15,True,0.65,True,0.7
7.0,True,0.519933754996054,True,0.4394271265161519,True,0.5286138580433303,True,0.5091960967309265,True,0.360924010629893,True,0.6185714285714285
8.0,True,0.519933754996054,True,0.39586853126005306,True,0.5286138580433303,True,0.32857142857142857,True,0.11071428571428572,True,0.1
9.0,True,0.3104286763282057,True,0.38843348395165395,True,0.3217565748262581,True,0.06666259158125491,True,0.11696054570117538,True,0.0
10.0,True,0.5253102781179632,True,0.6597902447692741,True,0.5363969116418136,True,0.49444444444444446,True,0.7470588235294118,True,0.8
11.0,True,0.6415371392592047,True,0.5157494286566808,True,0.6145984142737202,True,0.8583333333333334,True,0.9,True,0.6
12.0,True,0.4797904356881733,True,0.571558638878125,True,0.4989067145531292,True,0.7058823529411764,True,0.8,True,0.6
13.0,True,0.519933754996054,True,0.3842676884419796,True,0.5286138580433304,True,0.2773809523809524,True,0.12221290545203589,True,0.0
14.0,True,0.8258345866097712,True,0.624642749789801,True,0.7587590565196761,True,0.9,True,0.9,True,0.8
15.0,True,0.3089492785283882,True,0.44159283676579847,True,0.326875155014003,True,0.13867008887170176,True,0.9125,True,0.0
16.0,True,0.308130098543865,True,0.3973278234188095,True,0.326875155014003,True,0.4306565656565656,True,0.1,True,0.3
17.0,True,0.609240614059322,True,0.38843348395165395,True,0.6339964720473791,True,0.8814935064935063,True,0.2730769230769231,True,0.5
18.0,True,0.5253102781179632,True,0.47407901556227544,True,0.5363969116418136,True,0.4316072326366444,True,0.2715277777777778,True,0.14059523809523808
19.0,True,0.3051856825643952,True,0.47434291595496497,True,0.32235277914729765,True,0.35,True,0.4,True,0.1
20.0,True,0.30641805169837744,True,0.5373753183646341,True,0.32601017113621666,True,0.35384920634920636,True,0.95,True,0.4
21.0,True,0.5197822596384758,True,0.4809476870132464,True,0.6092261191447734,True,0.4628968253968254,True,0.5,True,0.2
22.0,True,0.5301259450358676,True,0.44380901222596064,True,0.49886240416602656,True,0.6,True,0.8,True,0.6
23.0,True,0.614697445360002,True,0.67869083816597,True,0.5677461394481866,True,0.5,True,1.0,True,0.6
24.0,True,0.6048497240109455,True,0.43693462788194803,True,0.6145984142737202,True,0.9,True,0.23968187041716454,True,0.51
25.0,True,0.5937910365991328,True,0.39586853126005306,True,0.6136046287017405,True,0.9466666666666667,True,0.0,True,0.6
26.0,True,0.5207615195857388,True,0.5527258142979559,True,0.6092261191447734,True,0.8295454545454545,True,0.6333333333333334,True,0.5
27.0,True,0.3994430018803187,True,0.5131368660696528,True,0.40517120078678914,True,0.65,True,0.7,True,0.4
28.0,True,0.5301259450358676,True,0.44966505413757235,True,0.5011370440508706,True,0.4333333333333334,True,0.4,True,0.6
29.0,True,0.3104286763282057,True,0.3842676884419796,True,0.32367156089166726,True,0.037980019493177385,True,0.17905838124723572,True,0.0
30.0,True,0.6901454210108546,True,0.5849204284869344,True,0.6338160365011526,True,0.9,True,0.9111111111111111,True,0.8333333333333333
31.0,True,0.6512944565356448,True,0.48292612180610667,True,0.6161762376661162,True,0.775,True,0.5,True,0.8
32.0,True,0.6561543506590432,True,0.6189980969971524,True,0.7312250275836106,True,0.8875,True,0.8833333333333334,True,0.9
33.0,True,0.533260485846016,True,0.512577687697234,True,0.54186905421069,True,0.30500000000000005,True,0.9,True,0.82
34.0,True,0.533260485846016,True,0.44038802680614375,True,0.6027400966439679,True,0.4163085456854806,True,0.9,True,0.8
35.0,True,0.32230000996458497,True,0.5131368660696528,True,0.3271604654809427,True,0.6,True,0.6761764705882353,True,0.6
36.0,True,0.6092406140593218,True,0.4125831179613739,True,0.6339964720473791,True,0.7416666666666667,True,0.18571428571428572,True,0.6
37.0,True,0.519933754996054,True,0.43658231831073413,True,0.5286138580433303,True,0.49987596253076133,True,0.6240802005012531,True,0.32666666666666666
38.0,True,0.5227332341565646,True,0.6655673738432148,True,0.48169991226012543,True,0.3393939393939394,True,1.0,True,0.8
39.0,True,0.3135530575041593,True,0.40093794570129326,True,0.32367156089166726,True,0.1272220364176886,True,0.17650375939849622,True,0.0
40.0,True,0.3740263778251848,True,0.5576416913713547,True,0.3906594471042629,True,0.4208333333333333,True,0.7285714285714285,True,0.6
41.0,True,0.3104286763282057,True,0.39173697037491656,True,0.3230821864707287,True,0.12213438735177866,True,0.43499999999999994,True,0.5
42.0,True,0.6048497240109455,True,0.43510059310715615,True,0.6145984142737202,True,1.0,True,0.2987167218746166,True,0.9
43.0,True,0.519933754996054,True,0.43693462788194803,True,0.5286138580433304,True,0.4414853120735473,True,0.21057985873775348,True,0.26166666666666666
44.0,True,0.4016363311133861,True,0.3920392167686468,True,0.4780347416061919,True,0.13990113781493094,True,0.1,True,0.8
45.0,True,0.519933754996054,True,0.4394271265161519,True,0.5286138580433304,True,0.5136918228829994,True,0.3407080058744146,True,0.74
46.0,True,0.519933754996054,True,0.3842676884419796,True,0.5371401117528958,True,0.3138672438672438,True,0.14190203315203315,True,0.0125
47.0,True,0.5722514027532879,True,0.4511135879532167,True,0.54186905421069,True,0.5504467754467754,True,0.8416666666666666,True,0.6375
48.0,True,0.7619516644075336,True,0.7785136582582741,True,0.7001443435816511,True,0.9,True,0.9,True,0.9
