Fold,d10_y_test,d10_y_proba,d15_y_test,d15_y_proba,d30_y_test,d30_y_proba,d10wS_y_test,d10wS_y_proba,d15wS_y_test,d15wS_y_proba,d30wS_y_test,d30wS_y_proba
0,True,0.5207615195857388,True,0.5527258142979559,True,0.6092261191447734,True,0.8295454545454545,True,0.6333333333333334,True,0.5
1,True,0.3994430018803187,True,0.5131368660696528,True,0.40517120078678914,True,0.65,True,0.7,True,0.4
2,True,0.5301259450358676,True,0.44966505413757235,True,0.5011370440508706,True,0.4333333333333334,True,0.4,True,0.6
3,True,0.3104286763282057,True,0.3842676884419796,True,0.32367156089166726,True,0.037980019493177385,True,0.17905838124723572,True,0.0
4,True,0.6901454210108546,True,0.5849204284869344,True,0.6338160365011526,True,0.9,True,0.9111111111111111,True,0.8333333333333333
5,True,0.6512944565356448,True,0.48292612180610667,True,0.6161762376661162,True,0.775,True,0.5,True,0.8
6,True,0.6561543506590432,True,0.6189980969971524,True,0.7312250275836106,True,0.8875,True,0.8833333333333334,True,0.9
7,True,0.533260485846016,True,0.512577687697234,True,0.54186905421069,True,0.30500000000000005,True,0.9,True,0.82
8,True,0.533260485846016,True,0.44038802680614375,True,0.6027400966439679,True,0.4163085456854806,True,0.9,True,0.8
9,True,0.32230000996458497,True,0.5131368660696528,True,0.3271604654809427,True,0.6,True,0.6761764705882353,True,0.6
10,True,0.6092406140593218,True,0.4125831179613739,True,0.6339964720473791,True,0.7416666666666667,True,0.18571428571428572,True,0.6
11,True,0.519933754996054,True,0.43658231831073413,True,0.5286138580433303,True,0.49987596253076133,True,0.6240802005012531,True,0.32666666666666666
12,True,0.5227332341565646,True,0.6655673738432148,True,0.48169991226012543,True,0.3393939393939394,True,1.0,True,0.8
13,True,0.3135530575041593,True,0.40093794570129326,True,0.32367156089166726,True,0.1272220364176886,True,0.17650375939849622,True,0.0
14,True,0.3740263778251848,True,0.5576416913713547,True,0.3906594471042629,True,0.4208333333333333,True,0.7285714285714285,True,0.6
15,True,0.3104286763282057,True,0.39173697037491656,True,0.3230821864707287,True,0.12213438735177866,True,0.43499999999999994,True,0.5
16,True,0.6048497240109455,True,0.43510059310715615,True,0.6145984142737202,True,1.0,True,0.2987167218746166,True,0.9
17,True,0.519933754996054,True,0.43693462788194803,True,0.5286138580433304,True,0.4414853120735473,True,0.21057985873775348,True,0.26166666666666666
18,True,0.4016363311133861,True,0.3920392167686468,True,0.4780347416061919,True,0.13990113781493094,True,0.1,True,0.8
19,True,0.519933754996054,True,0.4394271265161519,True,0.5286138580433304,True,0.5136918228829994,True,0.3407080058744146,True,0.74
20,True,0.519933754996054,True,0.3842676884419796,True,0.5371401117528958,True,0.3138672438672438,True,0.14190203315203315,True,0.0125
21,True,0.5722514027532879,True,0.4511135879532167,True,0.54186905421069,True,0.5504467754467754,True,0.8416666666666666,True,0.6375
22,True,0.7619516644075336,True,0.7785136582582741,True,0.7001443435816511,True,0.9,True,0.9,True,0.9
23,True,0.5199337549960541,True,0.40093794570129326,True,0.5286138580433304,True,0.4169536307345905,True,0.2251660839160839,True,0.0
24,True,0.5199337549960541,True,0.38914488468820635,True,0.5286138580433304,True,0.39404761904761904,True,0.16090868365467906,True,0.5166666666666667
