Fold,d10_y_test,d10_y_proba,d15_y_test,d15_y_proba,d30_y_test,d30_y_proba,d10wS_y_test,d10wS_y_proba,d15wS_y_test,d15wS_y_proba,d30wS_y_test,d30wS_y_proba
0,False,0.5735670266218831,False,0.4014656833136633,False,0.5462195795513081,False,0.5733333333333334,False,0.65,False,0.3
1,False,0.32270596657647316,False,0.4014656833136633,False,0.3311737598224928,False,0.09579887218045113,False,0.3433333333333334,False,0.11000000000000001
2,False,0.32270596657647316,False,0.4800025103673142,False,0.3311737598224928,False,0.0,False,0.4416666666666666,False,0.35
3,False,0.6184193707566114,False,0.591731662930595,False,0.6244735525062363,False,0.7333333333333333,False,0.9296296296296296,False,0.7
4,False,0.4664131868487034,False,0.6073839823282944,False,0.4297563499043935,False,0.6121212121212121,False,0.6566666666666666,False,0.8
5,False,0.5239032112617481,False,0.4133879336656576,False,0.48646236874057663,False,0.2,False,0.0,False,0.1
6,False,0.32270596657647316,False,0.4014656833136633,False,0.33752885403184696,False,0.06049784997611085,False,0.19290946515906132,False,0.05630718954248366
7,False,0.32270596657647316,False,0.4014656833136633,False,0.3311737598224928,False,0.07547917774233563,False,0.20088023088023083,False,0.1
8,False,0.32270596657647316,False,0.4014656833136633,False,0.3311737598224928,False,0.10260209508264428,False,0.2082967032967033,False,0.2
9,False,0.6217207753970603,False,0.4133879336656576,False,0.5897466848142613,False,0.7766666666666666,False,0.33248875307698833,False,0.8
10,False,0.46981020893525505,False,0.6248283194050689,False,0.49420263775763246,False,0.2,False,0.8166666666666667,False,0.3
11,False,0.5735670266218831,False,0.45383630547755127,False,0.5462195795513081,False,0.5344444444444445,False,0.8,False,0.25
12,False,0.32270596657647316,False,0.39574686894722555,False,0.3311737598224928,False,0.2,False,0.0,False,0.4
13,False,0.3870580152718137,False,0.4014656833136633,False,0.39532453398582973,False,0.7666666666666666,False,0.23165996279934897,False,0.2
14,False,0.32270596657647316,False,0.4014656833136633,False,0.4338542567809707,False,0.11345241308399204,False,0.416180926916221,False,0.2
15,False,0.6217207753970603,False,0.4133879336656576,False,0.5897466848142613,False,0.6907936507936508,False,0.2137504829518014,False,0.7733333333333333
16,False,0.6217207753970603,False,0.4133879336656576,False,0.5916179066623084,False,0.7663095238095238,False,0.2077264764764765,False,0.385
17,False,0.40583715314479935,False,0.6262381348501515,False,0.5355999856792486,False,0.44075133279118095,False,0.5408834586466166,False,0.7
18,False,0.577796935950559,False,0.6095204853449407,False,0.5153699800905093,False,0.925,False,0.9,False,0.6
19,False,0.7967304090721475,False,0.4790942328116613,False,0.728824307461436,False,0.8571428571428571,False,0.1,False,0.5
20,False,0.32270596657647316,False,0.39788453152341857,False,0.3311737598224928,False,0.08953957570823903,False,0.9,False,0.1
21,False,0.32270596657647316,False,0.4014656833136633,False,0.3311737598224928,False,0.06542746703424454,False,0.08599567099567099,False,0.0
22,False,0.32270596657647316,False,0.4793756620227356,False,0.3311737598224928,False,0.1273978807298733,False,1.0,False,0.4
23,False,0.5511172994412117,False,0.4547059056595471,False,0.4547426430218665,False,0.7205513784461153,False,0.6127777777777778,False,0.4
24,False,0.8104056042208623,False,0.5832501218562096,False,0.7240050841475035,False,1.0,False,0.1,False,0.9
